hardware_name,unified_manufacturer,type,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,unified_price,unified_tdp,fps_per_dollar,multi_api_support
GeForce GT 520MX,Nvidia,Unknown,293.0,56.0,2.93,0.0,1081.0,0.0,20.0,0.0,1
GeForce GT 525M,Nvidia,Unknown,460.0,95.0,4.6,0.0,1562.0,0.0,20.0,0.0,1
GeForce GT 530,Nvidia,Unknown,676.0,227.0,6.76,0.0,1947.0,49.0,50.0,0.13795918367346938,1
GeForce GT 540M,Nvidia,Unknown,493.0,86.0,4.93,0.0,1797.0,87.95,32.0,0.05605457646389994,1
GeForce GT 545,Nvidia,Unknown,1096.0,342.0,10.96,0.0,3261.0,55.59,0.0,0.1971577621874438,1
GeForce GT 550M,Nvidia,Unknown,580.0,126.0,5.8,0.0,2137.0,0.0,32.0,0.0,1
GeForce GT 555M,Nvidia,Unknown,688.0,124.0,6.88,0.0,2629.0,177.2,30.0,0.03882618510158014,1
GeForce GT 610,Nvidia,Unknown,303.0,127.0,3.03,0.0,1164.0,139.99,29.0,0.021644403171655117,1
GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,Unknown,Unknown,369.0,824.0,3.69,0.0,0.0,0.0,0.0,0.0,0
GeForce GT 620,Nvidia,Unknown,365.0,162.0,3.65,0.0,1337.0,154.0,30.0,0.023701298701298702,1
GeForce GT 620M,Nvidia,Unknown,431.0,129.0,4.31,0.0,1605.0,0.0,15.0,0.0,1
GeForce GT 625,Nvidia,Unknown,329.0,194.0,3.29,0.0,1026.0,0.0,30.0,0.0,1
GeForce GT 625 (OEM),Nvidia,Unknown,0.0,0.0,0.0,0.0,1345.0,0.0,0.0,0.0,1
GeForce GT 625M,Nvidia,Unknown,435.0,210.0,4.35,0.0,2229.0,0.0,15.0,0.0,1
GeForce GT 630,Nvidia,Unknown,683.0,208.0,6.83,2317.0,2654.0,147.01,50.0,0.04645942452894361,4
GeForce GT 630M,Nvidia,Unknown,549.0,151.0,5.49,0.0,1860.0,0.0,33.0,0.0,1
GeForce GT 635,Nvidia,Unknown,852.0,242.0,8.52,2794.0,3732.0,66.94,0.0,0.12727815954586197,3
GeForce GT 635M,Nvidia,Unknown,563.0,173.0,5.63,0.0,1901.0,0.0,35.0,0.0,1
GeForce GT 640,Nvidia,Unknown,1182.0,285.0,11.82,2853.0,3876.0,109.99,65.0,0.10746431493772161,3
GeForce GT 640M,Nvidia,Unknown,907.0,183.0,9.07,2200.0,2485.0,0.0,32.0,0.0,4
GeForce GT 640M LE,Nvidia,Unknown,673.0,166.0,6.73,0.0,1915.0,849.99,32.0,0.007917740208708338,2
GeForce GT 645,Unknown,Unknown,2006.0,443.0,20.06,0.0,0.0,0.0,0.0,0.0,0
GeForce GT 645M,Nvidia,Unknown,958.0,170.0,9.58,0.0,2445.0,0.0,32.0,0.0,1
GeForce GT 650M,Nvidia,Unknown,1199.0,233.0,11.99,2651.0,1793.0,0.0,45.0,0.0,4
GeForce GT 705,Nvidia,Unknown,355.0,180.0,3.55,0.0,1247.0,296.76,29.0,0.011962528642674214,1
GeForce GT 710,Nvidia,Unknown,637.0,214.0,6.37,1534.0,2079.0,102.99,25.0,0.061850665113117785,4
GeForce GT 710M,Nvidia,Unknown,444.0,123.0,4.44,0.0,2103.0,0.0,0.0,0.0,1
GeForce GT 720,Nvidia,Unknown,606.0,196.0,6.06,1514.0,2372.0,99.99,19.0,0.06060606060606061,4
GeForce GT 720A,Unknown,Unknown,601.0,221.0,6.01,0.0,0.0,0.0,0.0,0.0,0
GeForce GT 720M,Nvidia,Unknown,467.0,116.0,4.67,0.0,2056.0,0.0,0.0,0.0,1
GeForce GT 730,Nvidia,Unknown,812.0,238.0,8.12,2743.0,3690.0,109.99,49.0,0.07382489317210655,4
GeForce GT 730A,Unknown,Unknown,743.0,714.0,7.43,0.0,0.0,0.0,0.0,0.0,0
GeForce GT 730M,Nvidia,Unknown,816.0,173.0,8.16,2459.0,3437.0,0.0,33.0,0.0,3
GeForce GT 735M,Nvidia,Unknown,594.0,131.0,5.94,0.0,3550.0,0.0,0.0,0.0,1
GeForce GT 740,Nvidia,Unknown,1529.0,344.0,15.29,3302.0,4243.0,236.99,64.0,0.06451749018945946,3
GeForce GT 740A,Unknown,Unknown,702.0,393.0,7.02,0.0,0.0,0.0,0.0,0.0,0
GeForce GT 740M,Nvidia,Unknown,779.0,143.0,7.79,2783.0,3590.0,0.0,0.0,0.0,3
GeForce GT 745A,Unknown,Unknown,1144.0,748.0,11.44,0.0,0.0,0.0,0.0,0.0,0
GeForce GT 745M,Nvidia,Unknown,1055.0,172.0,10.55,2836.0,3470.0,0.0,45.0,0.0,3
GeForce GT 750M,Nvidia,Unknown,1313.0,239.0,13.13,3118.0,1958.0,0.0,50.0,0.0,4
GeForce GT 755M,Nvidia,Unknown,1610.0,306.0,16.1,0.0,2199.0,0.0,50.0,0.0,3
GeForce GT 820M,Nvidia,Unknown,627.0,153.0,6.27,0.0,1508.0,0.0,0.0,0.0,1
GeForce GT625M,Nvidia,Unknown,493.0,170.0,4.93,0.0,1994.0,0.0,0.0,0.0,1
GeForce GTS 150M,Unknown,Unknown,504.0,407.0,5.04,0.0,0.0,0.0,0.0,0.0,0
GeForce GTS 160M,Unknown,Unknown,679.0,308.0,6.79,0.0,0.0,0.0,60.0,0.0,0
GeForce GTS 240,Unknown,Unknown,622.0,212.0,6.22,0.0,0.0,64.99,120.0,0.09570703185105402,0
GeForce GTS 250,Unknown,Unknown,618.0,91.0,6.18,0.0,0.0,69.99,150.0,0.08829832833261894,0
GeForce GTS 250M,Unknown,Unknown,569.0,69.0,5.69,0.0,0.0,0.0,28.0,0.0,0
GeForce GTS 350M,Unknown,Unknown,408.0,113.0,4.08,0.0,0.0,0.0,28.0,0.0,0
GeForce GTS 360M,Unknown,Unknown,655.0,71.0,6.55,0.0,0.0,0.0,38.0,0.0,0
GeForce GTS 450,Nvidia,Unknown,1321.0,303.0,13.21,0.0,4501.0,79.99,106.0,0.1651456432054007,1
GeForce Go 6100,Unknown,Unknown,18.0,181.0,0.18,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6150,Unknown,Unknown,19.0,92.0,0.19,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6200,Unknown,Unknown,15.0,204.0,0.15,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6400,Unknown,Unknown,24.0,212.0,0.24,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6600,Unknown,Unknown,69.0,209.0,0.69,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6600 TE/6200 TE,Unknown,Unknown,45.0,223.0,0.45,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6800,Unknown,Unknown,106.0,205.0,1.06,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 6800 Ultra,Unknown,Unknown,138.0,198.0,1.38,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7200,Unknown,Unknown,45.0,199.0,0.45,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7300,Unknown,Unknown,52.0,114.0,0.52,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7400,Unknown,Unknown,66.0,112.0,0.66,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7600,Unknown,Unknown,128.0,220.0,1.28,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7600 GT,Unknown,Unknown,210.0,125.0,2.1,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7700,Unknown,Unknown,148.0,232.0,1.48,0.0,0.0,0.0,0.0,0.0,0
GeForce Go 7800,Unknown,Unknown,115.0,209.0,1.15,0.0,0.0,0.0,35.0,0.0,0
GeForce Go 7800 GTX,Unknown,Unknown,210.0,239.0,2.1,0.0,0.0,0.0,65.0,0.0,0
GeForce Go 7900 GS,Unknown,Unknown,176.0,254.0,1.76,0.0,0.0,0.0,20.0,0.0,0
GeForce Go 7900 GTX,Unknown,Unknown,270.0,264.0,2.7,0.0,0.0,0.0,45.0,0.0,0
GeForce Go 7950 GTX,Unknown,Unknown,264.0,283.0,2.64,0.0,0.0,0.0,45.0,0.0,0
GeForce MX110,Nvidia,Unknown,1469.0,195.0,14.69,4625.0,4623.0,0.0,0.0,0.0,3
GeForce MX130,Nvidia,Unknown,1895.0,195.0,18.95,7156.0,7199.0,0.0,0.0,0.0,3
GeForce MX150,Nvidia,Unknown,2310.0,218.0,23.1,9799.0,10459.0,59.29,25.0,0.38961038961038963,3
GeForce MX230,Nvidia,Unknown,1884.0,219.0,18.84,6914.0,7146.0,0.0,0.0,0.0,3
GeForce MX250,Nvidia,Unknown,2515.0,250.0,25.15,9734.0,10197.0,0.0,0.0,0.0,3
GeForce MX330,Nvidia,Unknown,2547.0,234.0,25.47,9906.0,10474.0,0.0,0.0,0.0,3
GeForce MX350,Nvidia,Unknown,2855.0,243.0,28.55,12572.0,13872.0,0.0,0.0,0.0,3
GeForce MX450,Nvidia,Unknown,3743.0,295.0,37.43,29969.0,29000.0,0.0,0.0,0.0,3
GeForce MX550,Nvidia,Unknown,5090.0,424.0,50.9,0.0,36084.0,0.0,0.0,0.0,1
GeForce PCX 5300,Unknown,Unknown,6.0,197.0,0.06,0.0,0.0,0.0,0.0,0.0,0
GeForce PCX 5750,Unknown,Unknown,35.0,310.0,0.35,0.0,0.0,0.0,0.0,0.0,0
GeForce PCX 5900,Unknown,Unknown,34.0,258.0,0.34,0.0,0.0,0.0,0.0,0.0,0
GeForce2 GTS/GeForce2 Pro,Unknown,Unknown,4.0,136.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce2 Go,Unknown,Unknown,4.0,95.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce2 Integrated GPU,Unknown,Unknown,4.0,171.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce2 MX,Unknown,Unknown,3.0,143.0,0.03,0.0,0.0,0.0,0.0,0.0,0
GeForce2 MX 100/200,Unknown,Unknown,3.0,119.0,0.03,0.0,0.0,0.0,0.0,0.0,0
GeForce2 MX with DVI-D and TV-out,Unknown,Unknown,5.0,187.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce2 MX/MX 400,Unknown,Unknown,4.0,129.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce2 Ti,Unknown,Unknown,5.0,149.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce2 Ultra,Unknown,Unknown,6.0,147.0,0.06,0.0,0.0,0.0,0.0,0.0,0
GeForce3,Unknown,Unknown,5.0,120.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce3 Ti 200,Unknown,Unknown,4.0,140.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce3 Ti 500,Unknown,Unknown,3.0,116.0,0.03,0.0,0.0,0.0,0.0,0.0,0
GeForce4 420 Go,Unknown,Unknown,3.0,147.0,0.03,0.0,0.0,0.0,0.0,0.0,0
GeForce4 420 Go 32M,Unknown,Unknown,5.0,168.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 4200 Go,Unknown,Unknown,4.0,173.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce4 440,Unknown,Unknown,5.0,193.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 440 Go,Unknown,Unknown,4.0,140.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce4 440 Go 64M,Unknown,Unknown,6.0,156.0,0.06,0.0,0.0,0.0,0.0,0.0,0
GeForce4 448 Go,Unknown,Unknown,6.0,199.0,0.06,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX 4000,Unknown,Unknown,5.0,131.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX 420,Unknown,Unknown,5.0,168.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX 440,Unknown,Unknown,5.0,140.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX 440 with AGP8X,Unknown,Unknown,5.0,157.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX 440SE,Unknown,Unknown,5.0,159.0,0.05,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX 460,Unknown,Unknown,4.0,176.0,0.04,0.0,0.0,0.0,0.0,0.0,0
GeForce4 MX Integrated GPU,Unknown,Unknown,7.0,198.0,0.07,0.0,0.0,0.0,0.0,0.0,0
GeForce4 Ti 4200,Unknown,Unknown,6.0,154.0,0.06,0.0,0.0,0.0,0.0,0.0,0
GeForce4 Ti 4400,Unknown,Unknown,7.0,170.0,0.07,0.0,0.0,0.0,0.0,0.0,0
GeForce4 Ti 4600,Unknown,Unknown,6.0,173.0,0.06,0.0,0.0,53.99,0.0,0.0011113169105389886,0
GeForce4 Ti 4800,Unknown,Unknown,6.0,190.0,0.06,0.0,0.0,0.0,0.0,0.0,0
GeForce4 Ti 4800 SE,Unknown,Unknown,7.0,187.0,0.07,0.0,0.0,0.0,0.0,0.0,0
GeForce9400M,Unknown,Unknown,106.0,161.0,1.06,0.0,0.0,0.0,0.0,0.0,0
Gen12 Desktop Graphics Controller,Intel,Unknown,0.0,0.0,0.0,0.0,15964.0,0.0,0.0,0.0,2
Gen12 Mobile Graphics Controller,Intel,Unknown,0.0,0.0,0.0,0.0,7958.0,0.0,0.0,0.0,2
Gen12LP HD Graphics NEO,Intel,Unknown,0.0,0.0,0.0,0.0,12321.0,0.0,0.0,0.0,1
Gen8 HD Graphics NEO,Intel,Unknown,0.0,0.0,0.0,0.0,3277.0,0.0,0.0,0.0,1
Gen9 HD Graphics NEO,Intel,Unknown,0.0,0.0,0.0,0.0,5784.0,0.0,0.0,0.0,1
Gigabyte RADEON X300,Unknown,Unknown,41.0,209.0,0.41,0.0,0.0,0.0,0.0,0.0,0
Graphics Device,Nvidia,Unknown,0.0,0.0,0.0,0.0,95793.0,0.0,0.0,0.0,2
Graphics Gen12LP [0x9a49],Intel,Unknown,0.0,0.0,0.0,0.0,9252.0,0.0,0.0,0.0,1
Graphics Gen9 [0x5916],Intel,Unknown,0.0,0.0,0.0,0.0,4884.0,0.0,0.0,0.0,1
Graphics [0x3ea0],Intel,Unknown,0.0,0.0,0.0,0.0,4685.0,0.0,0.0,0.0,1
Graphics [0x4905],Intel,Unknown,0.0,0.0,0.0,0.0,22230.0,0.0,0.0,0.0,1
Graphics [0x5917],Intel,Unknown,0.0,0.0,0.0,0.0,4994.0,0.0,0.0,0.0,1
Graphics [0x9a49],Intel,Unknown,0.0,0.0,0.0,0.0,14403.0,0.0,0.0,0.0,1
Graphics [0x9b41],Intel,Unknown,0.0,0.0,0.0,0.0,5242.0,0.0,0.0,0.0,1
HD 2000,Unknown,Unknown,213.0,456.0,2.13,0.0,0.0,0.0,0.0,0.0,0
HD 3000,Unknown,Unknown,257.0,47.0,2.57,0.0,0.0,945.0,0.0,0.0027195767195767194,0
HD 4000,Unknown,Unknown,333.0,187.0,3.33,0.0,0.0,1592.95,0.0,0.0020904610941963023,0
HD 4400,Unknown,Unknown,521.0,283.0,5.21,0.0,0.0,0.0,0.0,0.0,0
HD 4600,Unknown,Unknown,627.0,315.0,6.27,0.0,0.0,0.0,45.0,0.0,0
HD 500,Unknown,Unknown,294.0,81.0,2.94,0.0,0.0,0.0,0.0,0.0,0
HD 5000,Unknown,Unknown,563.0,231.0,5.63,0.0,0.0,625.0,0.0,0.009008,0
HD 505,Unknown,Unknown,339.0,95.0,3.39,0.0,0.0,0.0,0.0,0.0,0
HD 510,Unknown,Unknown,619.0,160.0,6.19,0.0,0.0,0.0,0.0,0.0,0
HD 515,Unknown,Unknown,623.0,190.0,6.23,0.0,0.0,0.0,0.0,0.0,0
HD 520,Unknown,Unknown,866.0,211.0,8.66,0.0,0.0,0.0,0.0,0.0,0
HD 5200,Unknown,Unknown,830.0,653.0,8.3,0.0,0.0,0.0,0.0,0.0,0
HD 530,Unknown,Unknown,984.0,247.0,9.84,0.0,0.0,0.0,0.0,0.0,0
HD 5300,Unknown,Unknown,389.0,186.0,3.89,0.0,0.0,0.0,0.0,0.0,0
HD 5500,Unknown,Unknown,582.0,234.0,5.82,0.0,0.0,0.0,0.0,0.0,0
HD 5600,Unknown,Unknown,712.0,595.0,7.12,0.0,0.0,0.0,0.0,0.0,0
HD 6000,Unknown,Unknown,851.0,277.0,8.51,0.0,0.0,0.0,0.0,0.0,0
HD 610,Unknown,Unknown,673.0,156.0,6.73,0.0,0.0,0.0,0.0,0.0,0
HD 615,Unknown,Unknown,724.0,187.0,7.24,0.0,0.0,0.0,0.0,0.0,0
HD 630,Unknown,Unknown,1118.0,269.0,11.18,0.0,0.0,0.0,0.0,0.0,0
HD Family,Unknown,Unknown,451.0,189.0,4.51,0.0,0.0,0.0,0.0,0.0,0
HD Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,965.0,0.0,0.0,0.0,2
HD Graphics 2500,Intel,Unknown,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,1
HD Graphics 400,Intel,Unknown,0.0,0.0,0.0,0.0,1243.0,0.0,0.0,0.0,1
HD Graphics 4000,Intel,Unknown,0.0,0.0,0.0,0.0,990.0,0.0,0.0,0.0,2
HD Graphics 405,Intel,Unknown,0.0,0.0,0.0,0.0,1751.0,0.0,0.0,0.0,1
HD Graphics 4200,Intel,Unknown,0.0,0.0,0.0,0.0,1893.0,0.0,0.0,0.0,1
HD Graphics 4400,Intel,Unknown,0.0,0.0,0.0,0.0,2299.0,0.0,0.0,0.0,1
HD Graphics 4600,Intel,Unknown,0.0,0.0,0.0,0.0,3076.0,0.0,0.0,0.0,1
HD Graphics 500,Intel,Unknown,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,2
HD Graphics 5000,Intel,Unknown,0.0,0.0,0.0,0.0,3444.0,0.0,0.0,0.0,2
HD Graphics 505,Intel,Unknown,0.0,0.0,0.0,0.0,1433.0,0.0,0.0,0.0,2
HD Graphics 510,Intel,Unknown,0.0,0.0,0.0,0.0,2699.0,0.0,0.0,0.0,2
HD Graphics 515,Intel,Unknown,0.0,0.0,0.0,0.0,3332.0,0.0,0.0,0.0,3
HD Graphics 520,Intel,Unknown,0.0,0.0,0.0,0.0,4231.0,0.0,0.0,0.0,2
HD Graphics 520 [0x1916],Intel,Unknown,0.0,0.0,0.0,0.0,2201.0,0.0,0.0,0.0,1
HD Graphics 530,Intel,Unknown,0.0,0.0,0.0,0.0,4602.0,0.0,0.0,0.0,3
HD Graphics 530 [0x1912],Intel,Unknown,0.0,0.0,0.0,0.0,962.0,0.0,0.0,0.0,1
HD Graphics 5300,Intel,Unknown,0.0,0.0,0.0,0.0,1901.0,0.0,0.0,0.0,2
HD Graphics 5500,Intel,Unknown,0.0,0.0,0.0,0.0,2564.0,0.0,0.0,0.0,1
HD Graphics 5600,Intel,Unknown,0.0,0.0,0.0,0.0,2872.0,0.0,0.0,0.0,1
HD Graphics 6000,Intel,Unknown,0.0,0.0,0.0,0.0,3987.0,0.0,0.0,0.0,1
HD Graphics 610,Intel,Unknown,0.0,0.0,0.0,0.0,2823.0,0.0,0.0,0.0,2
HD Graphics 615,Intel,Unknown,0.0,0.0,0.0,0.0,3612.0,0.0,0.0,0.0,3
HD Graphics 620,Intel,Unknown,923.0,218.0,9.23,0.0,4496.0,0.0,0.0,0.0,2
HD Graphics 630,Intel,Unknown,0.0,0.0,0.0,0.0,4894.0,0.0,0.0,0.0,3
HD Graphics Family,Intel,Unknown,0.0,0.0,0.0,0.0,3278.0,0.0,0.0,0.0,1
HD Graphics Gen11,Intel,Unknown,0.0,0.0,0.0,0.0,2751.0,0.0,0.0,0.0,2
HD Graphics Gen9,Intel,Unknown,0.0,0.0,0.0,0.0,5603.0,0.0,0.0,0.0,1
HD Graphics P4000,Intel,Unknown,0.0,0.0,0.0,0.0,1071.0,0.0,0.0,0.0,1
HD Graphics P4600,Intel,Unknown,0.0,0.0,0.0,0.0,3147.0,0.0,0.0,0.0,1
HD Graphics P530,Intel,Unknown,0.0,0.0,0.0,0.0,4854.0,0.0,0.0,0.0,2
HD Graphics P630,Intel,Unknown,0.0,0.0,0.0,0.0,5190.0,0.0,0.0,0.0,2
HD Modded,Unknown,Unknown,112.0,303.0,1.12,0.0,0.0,0.0,0.0,0.0,0
HD P3000,Unknown,Unknown,297.0,104.0,2.97,0.0,0.0,0.0,0.0,0.0,0
HD P4000,Unknown,Unknown,516.0,636.0,5.16,0.0,0.0,0.0,0.0,0.0,0
HD P4600,Unknown,Unknown,605.0,963.0,6.05,0.0,0.0,0.0,0.0,0.0,0
HD P4600/P4700,Unknown,Unknown,624.0,367.0,6.24,0.0,0.0,0.0,0.0,0.0,0
HD P530,Unknown,Unknown,1202.0,277.0,12.02,0.0,0.0,0.0,0.0,0.0,0
HD P630,Unknown,Unknown,1237.0,351.0,12.37,0.0,0.0,0.0,0.0,0.0,0
HD manual-15.28-1861,Unknown,Unknown,63.0,72.0,0.63,0.0,0.0,0.0,0.0,0.0,0
HD manual-gen9_2015-133271,Unknown,Unknown,165.0,119.0,1.65,0.0,0.0,0.0,0.0,0.0,0
HD6450,Unknown,Unknown,221.0,417.0,2.21,0.0,0.0,108.2,0.0,0.02042513863216266,0
HIS DIGITAL HD 4650 AGP,Unknown,Unknown,452.0,190.0,4.52,0.0,0.0,0.0,0.0,0.0,0
Haswell HD - GT1,Unknown,Unknown,123.0,492.0,1.23,0.0,0.0,0.0,0.0,0.0,0
Haswell HD - GT2,Unknown,Unknown,139.0,630.0,1.39,0.0,0.0,0.0,0.0,0.0,0
IGP 340M,Unknown,Unknown,1.0,39.0,0.01,0.0,0.0,0.0,0.0,0.0,0
ION,Unknown,Unknown,86.0,20.0,0.86,0.0,0.0,229.99,0.0,0.003739293012739684,0
ION LE,Unknown,Unknown,98.0,96.0,0.98,0.0,0.0,0.0,0.0,0.0,0
IncrediblE HD,Unknown,Unknown,389.0,427.0,3.89,0.0,0.0,0.0,0.0,0.0,0
IncrediblE HD 3000,Unknown,Unknown,291.0,18.0,2.91,0.0,0.0,0.0,0.0,0.0,0
IncrediblE HD 4000,Unknown,Unknown,517.0,520.0,5.17,0.0,0.0,0.0,0.0,0.0,0
IncrediblE HD 4600,Unknown,Unknown,750.0,735.0,7.5,0.0,0.0,0.0,0.0,0.0,0
Infoshock HD,Unknown,Unknown,194.0,393.0,1.94,0.0,0.0,0.0,0.0,0.0,0
Iris 5100,Unknown,Unknown,758.0,277.0,7.58,0.0,0.0,0.0,0.0,0.0,0
Iris 540,Unknown,Unknown,1257.0,327.0,12.57,0.0,0.0,0.0,0.0,0.0,0
Iris 550,Unknown,Unknown,1344.0,307.0,13.44,0.0,0.0,0.0,0.0,0.0,0
Iris 6100,Unknown,Unknown,907.0,314.0,9.07,0.0,0.0,0.0,0.0,0.0,0
Iris 650,Unknown,Unknown,1795.0,764.0,17.95,0.0,0.0,0.0,0.0,0.0,0
Iris Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,3909.0,0.0,0.0,0.0,2
Iris Graphics 5100,Intel,Unknown,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,1
Iris Graphics 540,Intel,Unknown,0.0,0.0,0.0,0.0,6252.0,0.0,0.0,0.0,3
Iris Graphics 550,Intel,Unknown,0.0,0.0,0.0,0.0,6213.0,0.0,0.0,0.0,2
Iris Graphics 6100,Intel,Unknown,0.0,0.0,0.0,0.0,3575.0,0.0,0.0,0.0,2
Iris Graphics 650,Intel,Unknown,0.0,0.0,0.0,0.0,6046.0,0.0,0.0,0.0,1
Iris Plus,Unknown,Unknown,1850.0,316.0,18.5,0.0,0.0,0.0,0.0,0.0,0
Iris Plus 640,Unknown,Unknown,1333.0,343.0,13.33,0.0,0.0,0.0,0.0,0.0,0
Iris Plus 645,Unknown,Unknown,1742.0,405.0,17.42,0.0,0.0,0.0,0.0,0.0,0
Iris Plus 650,Unknown,Unknown,1575.0,380.0,15.75,0.0,0.0,0.0,0.0,0.0,0
Iris Plus 655,Unknown,Unknown,1772.0,368.0,17.72,0.0,0.0,0.0,0.0,0.0,0
Iris Plus Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,7546.0,0.0,0.0,0.0,2
Iris Plus Graphics 640,Intel,Unknown,0.0,0.0,0.0,0.0,6601.0,0.0,0.0,0.0,2
Iris Plus Graphics 645,Intel,Unknown,0.0,0.0,0.0,0.0,7232.0,0.0,0.0,0.0,2
Iris Plus Graphics 650,Intel,Unknown,0.0,0.0,0.0,0.0,7106.0,0.0,0.0,0.0,2
Iris Plus Graphics 655,Intel,Unknown,0.0,0.0,0.0,0.0,7357.0,0.0,0.0,0.0,2
Iris Pro,Intel,Unknown,0.0,0.0,0.0,0.0,4419.0,0.0,0.0,0.0,1
Iris Pro 5200,Unknown,Unknown,1020.0,407.0,10.2,0.0,0.0,0.0,0.0,0.0,0
Iris Pro 580,Unknown,Unknown,1993.0,371.0,19.93,0.0,0.0,0.0,0.0,0.0,0
Iris Pro 6100,Unknown,Unknown,925.0,548.0,9.25,0.0,0.0,0.0,0.0,0.0,0
Iris Pro Graphics 5200,Intel,Unknown,0.0,0.0,0.0,0.0,5106.0,0.0,0.0,0.0,1
Iris Pro Graphics 580,Intel,Unknown,0.0,0.0,0.0,0.0,7470.0,0.0,0.0,0.0,1
Iris Pro Graphics 6200,Intel,Unknown,1429.0,563.0,14.29,0.0,4913.0,0.0,0.0,0.0,2
Iris Pro Graphics P580,Intel,Unknown,0.0,0.0,0.0,0.0,9182.0,0.0,0.0,0.0,1
Iris Pro Graphics P6300,Intel,Unknown,0.0,0.0,0.0,0.0,6273.0,0.0,0.0,0.0,1
Iris Pro P580,Unknown,Unknown,2169.0,573.0,21.69,0.0,0.0,0.0,0.0,0.0,0
Iris Pro P6300,Unknown,Unknown,1654.0,552.0,16.54,0.0,0.0,0.0,0.0,0.0,0
Iris Xe,Unknown,Unknown,2782.0,338.0,27.82,0.0,0.0,0.0,0.0,0.0,0
Iris Xe MAX,Unknown,Unknown,1973.0,315.0,19.73,0.0,0.0,0.0,0.0,0.0,0
Iris(R) Graphics 540,Intel,Unknown,0.0,0.0,0.0,0.0,5885.0,0.0,0.0,0.0,2
Iris(R) Graphics 550,Intel,Unknown,0.0,0.0,0.0,0.0,6574.0,0.0,0.0,0.0,2
Iris(R) Plus Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,7576.0,0.0,0.0,0.0,2
Iris(R) Plus Graphics 640,Intel,Unknown,0.0,0.0,0.0,0.0,5217.0,0.0,0.0,0.0,2
Iris(R) Plus Graphics 645,Intel,Unknown,0.0,0.0,0.0,0.0,7638.0,0.0,0.0,0.0,2
Iris(R) Plus Graphics 650,Intel,Unknown,0.0,0.0,0.0,0.0,5792.0,0.0,0.0,0.0,2
Iris(R) Plus Graphics 655,Intel,Unknown,0.0,0.0,0.0,0.0,7413.0,0.0,0.0,0.0,2
Iris(R) Pro Graphics 580,Intel,Unknown,0.0,0.0,0.0,0.0,8684.0,0.0,0.0,0.0,2
Iris(R) Pro Graphics P580,Intel,Unknown,0.0,0.0,0.0,0.0,9690.0,0.0,0.0,0.0,1
Iris(R) Xe Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,14184.0,0.0,0.0,0.0,2
Iris(R) Xe Graphics [0x9a49],Intel,Unknown,0.0,0.0,0.0,0.0,10156.0,0.0,0.0,0.0,1
Iris(R) Xe MAX Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,17398.0,0.0,0.0,0.0,2
Iris(R) Xe MAX Graphics [0x4905],Intel,Unknown,0.0,0.0,0.0,0.0,22236.0,0.0,0.0,0.0,1
KBL Graphics,Intel,Unknown,0.0,0.0,0.0,0.0,4506.0,0.0,0.0,0.0,1
