hardware_name,unified_manufacturer,type,performance_tier,release_date,unified_price,unified_tdp,process_nm,fp32_tflops,fp16_tflops,int8_tops,memory_size_gb,memory_bandwidth_gbps,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,tops_per_watt_fp32,tops_per_watt_int8,fps_per_dollar,tflops_per_dollar,memory_compute_ratio,fp16_fp32_ratio,int8_fp32_ratio,latency_ms,throughput_ops_per_sec,multi_api_support,cuda_efficiency,opencl_efficiency,vulkan_efficiency
GeForce GT 650M,Nvidia,Unknown,Legacy,Unknown,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,233.0,11.99,2651.0,1793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8164459501077919,0.5522020326455189,1.0
GeForce GT 705,Nvidia,Unknown,Legacy,Unknown,296.76,29.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,180.0,3.55,0.0,1247.0,0.0,0.0,0.011962528642674214,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce GT 710,Nvidia,Unknown,Legacy,Unknown,102.99,25.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,214.0,6.37,1534.0,2079.0,0.0,0.0,0.061850665113117785,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7378547378547379,1.0,0.9326599326599326
GeForce GT 710M,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,123.0,4.44,0.0,2103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce GT 720,Nvidia,Unknown,Legacy,Unknown,99.99,19.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,196.0,6.06,1514.0,2372.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6382799325463744,1.0,0.9953625632377741
GeForce GT 720A,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,221.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GT 720M,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,116.0,4.67,0.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce GT 730,Nvidia,Unknown,Legacy,Unknown,109.99,49.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,238.0,8.12,2743.0,3690.0,0.0,0.0,0.07382489317210655,0.0,0.0,0.0,0.0,0.0,0.0,4,0.743360433604336,1.0,0.9341463414634147
GeForce GT 730A,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,714.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GT 730M,Nvidia,Unknown,Legacy,Unknown,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,173.0,8.16,2459.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7154495199301717,1.0,0.8801280186208903
GeForce GT 735M,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,131.0,5.94,0.0,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce GT 740,Nvidia,Unknown,Legacy,Unknown,236.99,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.0,344.0,15.29,3302.0,4243.0,0.0,0.0,0.06451749018945946,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7782229554560453,1.0,0.9901013433891115
GeForce GT 740A,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,393.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GT 740M,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,143.0,7.79,2783.0,3590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7752089136490251,1.0,0.992757660167131
GeForce GT 745A,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,748.0,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GT 745M,Nvidia,Unknown,Legacy,Unknown,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,172.0,10.55,2836.0,3470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7782656421514819,0.9522502744237102,1.0
GeForce GT 750M,Nvidia,Unknown,Legacy,Unknown,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,239.0,13.13,3118.0,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8048528652555498,0.5054207537429014,1.0
GeForce GT 755M,Nvidia,Unknown,Legacy,Unknown,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,306.0,16.1,0.0,2199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.520350212967345,1.0
GeForce GT 820M,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,153.0,6.27,0.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce GT625M,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,170.0,4.93,0.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce GTS 150M,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,407.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 160M,Unknown,Unknown,Legacy,Unknown,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,308.0,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 240,Unknown,Unknown,Legacy,Unknown,64.99,120.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,212.0,6.22,0.0,0.0,0.0,0.0,0.09570703185105402,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 250,Unknown,Unknown,Legacy,Unknown,69.99,150.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,91.0,6.18,0.0,0.0,0.0,0.0,0.08829832833261894,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 250M,Unknown,Unknown,Legacy,Unknown,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,69.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 350M,Unknown,Unknown,Legacy,Unknown,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,113.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 360M,Unknown,Unknown,Legacy,Unknown,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,71.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce GTS 450,Nvidia,Unknown,Legacy,Unknown,79.99,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,303.0,13.21,0.0,4501.0,0.0,0.0,0.1651456432054007,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce Go 6100,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,181.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6150,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,92.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6200,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,204.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6400,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,212.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6600,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,209.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6600 TE/6200 TE,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,223.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6800,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,205.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 6800 Ultra,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,198.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7200,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,199.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7300,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,114.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7400,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,112.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7600,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,220.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7600 GT,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,125.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7700,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,232.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7800,Unknown,Unknown,Legacy,Unknown,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,209.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7800 GTX,Unknown,Unknown,Legacy,Unknown,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,239.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7900 GS,Unknown,Unknown,Legacy,Unknown,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,254.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7900 GTX,Unknown,Unknown,Legacy,Unknown,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,264.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce Go 7950 GTX,Unknown,Unknown,Legacy,Unknown,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,283.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce MX110,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,195.0,14.69,4625.0,4623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.9995675675675676,0.8934054054054054
GeForce MX130,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.0,195.0,18.95,7156.0,7199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9940269481872482,1.0,0.9049868037227393
GeForce MX150,Nvidia,Unknown,Legacy,Unknown,59.29,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.0,218.0,23.1,9799.0,10459.0,0.0,0.0,0.38961038961038963,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9368964528157567,1.0,0.9433980304044364
GeForce MX230,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884.0,219.0,18.84,6914.0,7146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9675342849146376,1.0,0.9959417856143297
GeForce MX250,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,250.0,25.15,9734.0,10197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9545944885750711,1.0,0.9746984407178582
GeForce MX330,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.0,234.0,25.47,9906.0,10474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9457704792820317,1.0,0.9568455222455604
GeForce MX350,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2855.0,243.0,28.55,12572.0,13872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9056331940642559,0.9992796427027806,1.0
GeForce MX450,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.0,295.0,37.43,29969.0,29000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.9676665888084354,0.88017618205479
GeForce MX550,Nvidia,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,424.0,50.9,0.0,36084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
GeForce PCX 5300,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,197.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce PCX 5750,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,310.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce PCX 5900,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,258.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 GTS/GeForce2 Pro,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,136.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 Go,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,95.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 Integrated GPU,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,171.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 MX,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,143.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 MX 100/200,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,119.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 MX with DVI-D and TV-out,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,187.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 MX/MX 400,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,129.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 Ti,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,149.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce2 Ultra,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,147.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce3,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,120.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce3 Ti 200,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,140.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce3 Ti 500,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,116.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 420 Go,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,147.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 420 Go 32M,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,168.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 4200 Go,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,173.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 440,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,193.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 440 Go,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,140.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 440 Go 64M,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,156.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 448 Go,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,199.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX 4000,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,131.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX 420,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,168.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX 440,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX 440 with AGP8X,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,157.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX 440SE,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,159.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX 460,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,176.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 MX Integrated GPU,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,198.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 Ti 4200,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,154.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 Ti 4400,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,170.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 Ti 4600,Unknown,Unknown,Legacy,Unknown,53.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,173.0,0.06,0.0,0.0,0.0,0.0,0.0011113169105389886,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 Ti 4800,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,190.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce4 Ti 4800 SE,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,187.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
GeForce9400M,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,161.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gen12 Desktop Graphics Controller,Intel,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.8849912302681032
Gen12 Mobile Graphics Controller,Intel,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.9224679567730586
Gen12LP HD Graphics NEO,Intel,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Gen8 HD Graphics NEO,Intel,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Gen9 HD Graphics NEO,Intel,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0
Gigabyte RADEON X300,Unknown,Unknown,Legacy,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,209.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Google TPU v1,Google,TPU,Legacy,2015-05-15,0.0,75.0,28.0,0.0,0.0,92.0,8589934592.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Google TPU v3,Google,TPU,Legacy,2018-05-18,0.0,220.0,16.0,0.0,0.0,0.0,32000000000.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Google TPU v4,Google,TPU,Legacy,2021-05-20,0.0,170.0,7.0,0.0,0.0,275.0,32000000000.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
